TID,KR,EN,TW,JP
warJoinedError,지금 전쟁이 진행 중입니다.\n전쟁 참여 중에는 통신이 필요합니다.\n통신 환경을 확인하고 다시 실행해주세요.,You are in war.\nYou need network connection during war.\nPlease restart.,你正身處於戰爭之中。\n要參與戰爭必須先連接到網絡。\n請確認您的通信環境，然後重新開啟遊戲。,
warMoney,전쟁 화폐,War Money,戰爭貨幣,
warning_equip_spirit,%s(을)를 장착하게 되면 %s에게 귀속됩니다.\n장착하시겠습니까?,"If %s is equipped, it will belong to %s.\nEquip?",當裝備 %s 時，將歸屬於 %s。\n是否裝備？,
warning_high_degree_spirit,%s는 높은 등급의 정령입니다.\n그래도 재료로 사용하시겠습니까?,%s is high degree spirit.\nWill you still use it as material?,%s是高級等級的精靈。\n還是要將其用作材料嗎？,
warning_no_equip_dragon,현재 정령을 장착한 드래곤이 없습니다.\n슬레이어와의 전투는 정령을 장착한 드래곤만 참여하실 수 있습니다.\n월드맵의 프로필에서 드래곤에게 정령을 장착하세요.,There's currently no dragon with equipped spirit.\nOnly those with spirit may participate in battle against slayer.\nPlease equip spirit on profile window at world map.,目前沒有裝備精靈的龍。\n與屠龍者的戰鬥只能由裝備精靈的龍參加。\n請在世界地圖的個人資料中為龍裝備精靈。目前沒有可選擇的龍。\n請前往洞窟查看龍的狀態。,
warning_nochar_comment,현재 선택가능한 드래곤이 없습니다.\n동굴에 가서 드래곤의 상태를 확인해보세요.,You do not have a dragon that can be selected at the moment.\nTo to the cave and check on the dragon's status.,目前沒有可選擇的龍。\n請前往洞窟查看龍的狀態。,
warning_select_dragon,드래곤을 선택해주세요,Please select a dragon,請選擇一隻龍。,
warning_select_dragon_pull,용은 최대 10마리까지만 선택가능합니다.,You can select upto 10 dragons.,最多只能選擇 10 隻龍。,
warning_spirit_equip,%s(은)는 현재 %s(이)가 장착하고 있습니다.\n그래도 재료로 사용하시겠습니까?,%s is currently equipped by %s\nWill you still use it as material?,%s 目前由 %s 裝備。\n即便如此，是否仍然將其用作材料？,
warning_spirit_equip_ok,사용,Use,使用,
warningMsg1,판매가 불가능합니다.,Cannot sell item.,無法出售。,
warningMsg2,불가능한 수치입니다.,Impossible stats,不可能的數值。,
warrankingPointEarned,전쟁 랭킹 포인트를 %d점 획득 하였습니다.,You have receive %d War ranking points.,獲得戰爭積分%d點。,
warResult,이번 전쟁 결과,War Result,本回戰爭結果,
warShopComment,여기는 전쟁에 필요한 아이템을 판매하는 곳입니다.,This is where you can\npurchase items needed for War.,這是你購買軍需用品的地方。,
warSideSelectResult,%s이 선택되었습니다.,%s has been selected.,%s 已被選擇。,
water,물,Water,水,
WEDNESDAY,수,Wed.,星期三,
welcome_item_give,"신규가입 기념으로\n%s 10개, %s 10개, %s 15개\n%s 10개, %s 10개, %s 10개를 드립니다.","As welcoming gift,\n10 %s, 10 %s, 15 %s\n10 %s, 10 %s, and 10%s will be awarded.",為了慶祝新註冊，\n我們將贈送 %s 10 個、%s 10 個、%s 15 個，\n%s 10 個、%s 10 個、%s 10 個。,
wentSomewhere,당신은 탐험을 하는 도중\n신비한 기운에 이끌려 어디론가로 향했습니다.,While exploring you went somewhere\nby following mysterious spirit.,在探索過程中，\n您被神秘的能量引導，朝某個方向前進。,
whisper,귓속말,Whisper,悄悄話,
WhisperBlock,귓속말 차단,Whisper block,封鎖悄悄話,
WhisperClear,귓속말 차단해제,Whisper unblock,解鎖悄悄話,
whisperTarget,귓속말 대상,Whisper to,悄悄話對象,
whiteDragon,백룡의 알,Egg of White Dragon,白龍的蛋,
win,승,Win,勝,
wind,바람,Wind,風,
winRewardComment,토너먼트에서 우승하여 아래의 보상을 받았습니다.,Tournament Champion Rewards,在錦標賽獲勝，獲得以下獎賞。,
wonderSellerBookRewardComment,자네 드래곤 좀 모아봤나?,"They say you know quite a number of Dragons, right?",你有收集過龍嗎？,
wonderSellerPopup3,당신은 탐험을 하던 도중 방랑상인을\n만났습니다. 거래를 하시겠습니까?,You bumped into a wandering merchant while exploring\nWill you trade?,在探索的過程中，你遇到了流浪商人。\n是否要交易？,
wonderSellerSpecial,오늘의 특별 상품이야! 시간 되기 전에 빨리 골라가라구!,Special products of today!,今天的特賣商品！趕快挑選，時間快到了！,
wonderSellerSpecial_Name,%s 의 알,%s's egg,%s的蛋,
wonderSellerWelcome1,안녕~하신가 손님!\n멀리서 귀한 물건을 가져왔어!!\n그냥 지나가면 후회 할걸~? 일단 한번 봐봐,Hello Guest! I've brought precious items from far away.\nYou'll regret it if you pass it by. Why don't you have a look?,你好客人！\n我從遠處帶來了珍貴的物品！\n如果你錯過的話一定會後悔的，快來看看吧！,
wonderSellerWelcome2,%s 아닌가? 오랜만이야! 어때 한번 보겠어?\n이번에는 만족할 물품이 꽤 많을지도 몰라~!,Isn't it %s? Long time no see! Would you like to have a look?\nThere should be many items to satisfy your needs this time!,%s，難道是你嗎？好久不見！\n怎麼樣，想看看嗎？\n這次或許會有不少讓你滿意的商品！,
wonderSellerWelcome3,여! %s!! 잠깐 기다려봐 이 물품은 어때?!\n이번 상품들은 품질이~ 아~주우우우우~ 좋다고!!,Hey %s! Just you wait. What do you think of this?\nThese items are of greaaaaat quality!,嘿！%s!! 等一下，這個商品怎麼樣？！\n這次的商品品質啊非常非常好！！,
wonderSellerWelcome4,어라?! %s! 마침 잘 됐어!\n그쪽을 찾고 있었거든 이번에는 희귀품이야!,Oh? Perfect timing! I was looking for you!\nThis time it's a rare item!,哎呀？！%s！真是太好了！\n我正在找你呢，這次是稀有物品！,
wonderSellerWelcome5,아! %s 이쪽으로와 봐 어서!\n깜~짝 놀랄 물품을 가져 왔다고!,%s! Come here! I have some amazing items that will surprise you!,啊！%s，快過來！\n我帶來了讓你驚訝的商品！,
wonderSellerWelcome6,%s! %s!! 여기야 여기!\n진짜 %s와 나는 운명인가벼?!,%s! %s! Over here! %s and I must be fate!,%s! %s!! 這裡，這裡!\n我們兩個果然有緣分啊!,
world_capsuleNot,전투 가능한 드래곤이 없어 캡드전에 입장할 수 없습니다.,You cannot enter the Capped Battle because you don't have combat ready dragon.,目前沒有可參與戰鬥的龍，因此無法進入膠囊戰戰區。,
world_colosseumNot,전투 가능한 드래곤이 없어 콜로세움에 입장할 수 없습니다.,Need dragon to enter Colosseum.,您沒有可戰鬥的神龍，因此無法進入競技場。,
wouldYouQuit,드래곤빌리지를 종료하시겠습니까?,Would you like to quit Dragon Village?,是否要退出龍之村？,
writeMail,편지쓰기,write a mail,寫信,
wrongCode,코드를 잘못 입력하셨습니다.,Entered wrong code.,您輸入的代碼錯誤。,
wrongDragon,사용 가능한 용이 아닙니다.,Sorry.. Wrong dragon.,不是可用的龍。,
XMAS_TEXT0,콜로세움 랭킹,Colosseum Ranking,角鬥場排,
XMAS_TEXT1,- 이벤트가 진행되는 일주일간의 주간 랭킹으로 이벤트 랭킹 집계,- Aggregate event ranking by weekly ranking during the event period.,- 以活動期間一週為單位，統計週排名作為活動排名。,
XMAS_TEXT2,도전의 전장 랭킹,Challenge field Ranking,挑戰之戰場排名,
XMAS_TEXT3,- 이벤트가 진행되는 일주일간의 주간 랭킹으로 이벤트 랭킹 집계,- Aggregate event ranking by weekly ranking during the event period.,以活動期間一週為單位，統計週排名作為活動排名,
XMAS_TEXT4,- 이벤트 기간 동안은 1시간에 1번씩 대상 초기화,- Refresh once an hour during the event period.,在活動期間，每小時會重置一次目標,
XMAS_TEXT5,- 이때 최초 ‘30번’의 전투만 누적 점수에 포함됨,- Only the first 30 battles will be included in the cumulative score.,在此期間，只有最初的「30場」戰鬥會被計入累積分數,
XMAS_TEXT6,"- 단, 주간 점수는 횟수와 무관하게 언제나 포함",- Weekly scores are always included regardless of the number of times.,但每週的分數無論次數如何，始終會被計入,
XMAS_TEXT7,하늘의 신전 랭킹,Sky Temple Ranking,天空神殿排名,
XMAS_TEXT8,- 하늘의 신전에 출몰하는 ‘제우스 Jr.’을 퇴치한 수에 따라 랭킹 집계,- Ranking aggregation according to the number of 'Zeus Jr.'s at Sky Temple,根據在天空神殿中擊敗「宙斯 Jr.」的次數來計算排名,
XMAS_TEXT9,"- 단, 네트워크가 끊어진 상태에서의 퇴치는 집계되지 않음",- NOT aggregate if defeated without network connection,但在網絡斷開狀態下的擊敗不會被計入排名,
XMAS_TEXT10,아르하의 입구 랭킹,Gate of Archa Ranking,阿爾哈的入口排名,
XMAS_TEXT11,- 이벤트가 진행되는 일주일간의 주간 랭킹으로 이벤트 랭킹 집계,- Aggregate event ranking by weekly ranking during the event period.,- 以活動期間一週為單位，統計週排名作為活動排名。,
XMAS_TEXT12,콜로세움,Colosseum,鬥獸場,
XMAS_TEXT13,도전의 전장,Challenge field,挑戰之戰場,
XMAS_TEXT14,하늘의 신전,Sky Temple,天空神殿,
XMAS_TEXT15,아르하의 입구,Gate of Archa,阿爾哈的入口,
XMAS_TEXT16,랭킹 대전,Ranking Battle,排名對戰,
XMAS_TEXT17,출석 이벤트,Check in event,出席活動,
XMAS_TEXT18,빛의 인장 이벤트,Light crest Event,光明印章活動,
XMAS_TEXT19,네트워크와 연결되었을 때 잡은 ‘제우스 Jr.’만 랭킹에 집계됩니다.,Defeat Zeus Jr. with network connection in order to be in the top.,當網絡連接時，只計算捕獲的「宙斯 Jr.」進入排名。,
XMAS_TEXT20,콜로세움 랭킹,Colosseum Ranking,鬥獸場排名,
XMAS_TEXT21,도전의 전장 랭킹,Challenge field Ranking,挑戰之戰場排名,
XMAS_TEXT22,하늘의 신전 랭킹,Sky Temple Ranking,天空神殿排名,
XMAS_TEXT23,아르하의 입구 랭킹,Gate of Archa Ranking,阿爾哈的入口排名,
XMAS_TEXT24,콜로세움 랭킹 보상,Colosseum Ranking Reward,鬥獸場排名獎勳,
XMAS_TEXT25,도전의 전장 랭킹 보상,Challenge field Ranking Reward,挑戰之戰場排名獎勳,
XMAS_TEXT26,하늘의 신전 랭킹 보상,Sky Temple Ranking Reward,天空神殿排名獎勳,
XMAS_TEXT27,아르하의 입구 랭킹 보상,Gate of Archa Ranking Reward,阿爾哈的入口排名獎勳,
XMAS_TEXT28,이벤트 기간에는 1시간에 1번씩 초기화 됩니다,Refresh once an hour during event,活動期間，每小時會重置一次,
XMAS2019_EVENT_BINGO_FINAL_INFO,모든 빙고를 완성하시면 주머니 3개를 드립니다.,"When you complete the bingo plate, you'll get your pockets as a reward.",完成所有賓果後將贈送3個福袋。,
XMAS2019_EVENT_BINGO_FINAL_NOTICE,모든 빙고판을 완성하여 추가 주머니를 획득합니다.,Complete all bingo boards to obtain additional pockets.,完成所有賓果卡以獲得額外的福袋。,
XMAS2019_EVENT_BINGO_INFO,1. 랜덤으로 뿌려진 빙고판에 적힌 미션을 수행합니다. \n2. 빙고판에 적힌 미션을 수행하여 빙고를 달성하면 X-MAS주머니를 획득할 수 있습니다.\n3. 모든 빙고를 달성하면 추가 주머니를 획득할 수 있습니다.\n* 빙고판은 매일 00시를 기준으로 초기화 됩니다.,"1. Perform the mission listed on the randomly set bingo board. \n2. You can obtain an X-MAS pocket by performing the missions listed on the bingo board to achieve bingo.\n3. Once you have completed all bingo, you will be able to earn additional rewards.",1. 隨機分配的賓果卡上會列出任務。\n2. 完成賓果卡上的任務，達成賓果後可以獲得X-MAS福袋。\n3. 完成所有賓果後，可以獲得額外的福袋。\n*賓果卡會以每天00:00為基準進行重置。,
XMAS2019_EVENT_BINGO_TIME,빙고판은 매일 00시를 기준으로 초기화 됩니다.,The bingo plate is initialized every day at midnight.,賓果卡會以每天00:00為基準進行重置。,
XMAS2019_EVENT_BOX_1,X-MAS 주머니,Normal X-MAS Pocket,X-MAS福袋,
XMAS2019_EVENT_BOX_2,고급 X-MAS 주머니,High X-MAS Pocket,高級X-MAS福袋,
XMAS2019_EVENT_BOX_3,최고급 X-MAS 주머니,Best X-MAS Pocket,頂級X-MAS福袋,
XMAS2019_EVENT_BOX_INFO_1,"고급 X-MAS 양말 주머니, 다이아, 황금 다이아, 골드,\n레어 장식 뽑기권, 자몽, 피라냐, 닭다리, 풀잎, 포도, 튤립,\n경험의 부적 20%, 골드의 부적 25%, 잡초심지, 폭발용액,\n에너지드링크, 치료제, 조커 카드, 속성 카드팩, 티켓,\n레벨업, 6단계 버프물약, 하급 꿈의 정수, 중급 꿈의 정수,\n꿈의 부스러기, 악몽의 정기, 여명의 정기, 황혼의 정기,\n 페르시온 부스러기, 페르시온 조각","High X-MAS Pocket, Diamond, Gold, Golden Diamond, Raffle stone(R),\n Medicine, Lv + 1, Orange, Piranha, Chicken Leg, Leaf, Grape,\n Tulip, Energy Drink, Bomb Solution, Ticket, EXP Charm 20%,\nGold Charm 25%, Persion Debris, Persion Piece, Wild Card,\nWick, Elements Card Pack, Dawn Element, Dusk Element,\nNightmares Element, Normal Dream Elixir, Low Dream Elixir,\nDrink 6, Dreams Debris",高級X-MAS襪子福袋、鑽石、黃金鑽石、黃金、\n稀有裝飾抽取券、葡萄柚、食人魚、雞腿、草葉、葡萄、鬱金香、\n經驗護符20%、黃金護符25%、雜草芯、爆炸液、\n能量飲料、治療劑、王牌卡、屬性卡包、票券、\n升級、6級增益藥水、低級夢幻精華、中級夢幻精華、\n夢幻碎片、噩夢精華、黎明精華、黃昏精華、\n佩爾西翁碎片、佩爾西翁碎片,
XMAS2019_EVENT_BOX_INFO_2,"최고급 X-MAS 양말 주머니, 아비스(C~B), 차콜플레임(C~B),\n애플칙, 트로페우스, 버블(C~S), 레블롭틴(C~S), 미스틸테인(C~S),\n레벨 다운,  프리미엄 레벨업, 캡슐 레벨업, 각성 레벨업,\n스페셜 레벨업, 꿈의부화기+1, 꿈의부화기, 강철의 망치, 마법의 망치,\n10+1 뽑기권, 전설 장식 뽑기권,  페르시온 결정, 이계의 수정,\n7단계 버프물약, 아르하의 발톱 14, 아르하의 깃털 14, 아르하의 뿔 14,\n꿈의 젬(32~34), 상급 꿈의 정수, 최상급 꿈의 정수, 중급 강화의 정수,\n초월의 정수, 꿈의 보석, 꿈의 조각, 디바인 스톤, 고대석재","Best X-MAS Pocket, Abies(C~B), Charcoal Flame(C~B),\n Appleche Dragon, Tropheus, Bubble Dragon(C~S), Revelloptin(C~S),\n Mistilteinn(C~S), Lv – 1, Persion Crystal, DevineStone, Prem Level+1,\nStone, Capsule Lv+1, Awakening Lv+1, Crystal alien, Jewel of Deam,\nDream Incubator, Dream Incubator+1, Raffle stone(10+1), Raffle stone(L),\nMaster Dream Elixir, High Dream Elixir, Normal Elixir, Hammer of steel,\nHammer of magic, Archa`s Claw+14,  Archa`s Feather+14, Horn of Archa+14,\nSpacial Lv+1, Dream Piece, Dream's ATT +(32~34),\nDream's DEF +(32~34), Dream's HP +(32~34), High Essence, Drink 7",頂級X-MAS襪子福袋、阿比斯（CB）、炭火焰（CB）、\n蘋果肌、特洛佩烏斯、泡泡龍（CS）、雷布洛廷（CS）、密斯提爾廷（CS）、\n降級、豪華升級、膠囊升級、覺醒升級、\n特別升級、夢幻孵化器+1、夢幻孵化器、鋼鐵錘、魔法錘、\n10+1抽取券、傳奇裝飾抽取券、佩爾西翁水晶、異界水晶、\n 7級增益藥水、阿爾哈的爪子14、阿爾哈的羽毛14、阿爾哈的角14、\n夢幻寶石（32~34）、高級夢幻精華、頂級夢幻精華、中級強化精華、\n超越精華、夢幻寶石、夢幻碎片、神聖石、古代石材,
XMAS2019_EVENT_BOX_INFO_3,"8단계 버프물약, 아비스(A~SSS), 차콜플레임(A~SSS), 프로즌,\n다이아, 황금 다이아, 골드, 디트의 망치, 꿈의 젬(35~36)\n상급 강화 정수, 최상급 강화 정수, 상급 초월의 정수,\n빛의 뿔(크리/회피), 빛의 뿔(크리/체력), 빛의 뿔(크리/공격), 빛의 뿔(크리/방어),\n어둠의 뿔(회피/크리), 어둠의 뿔(회피/체력), 어둠의 뿔(회피/공격), 어둠의 뿔(회피/방어),\n악몽수호자의 발톱(체력), 황혼수호자의 발톱(공격), 여명수호자의 발톱(방어),\n대지의 뿔(방어/체력), 대지의 뿔(방어/공격), 물의 뿔(체력/공격),\n물의 뿔(체력/방어), 불의 뿔(공격/방어), 불의 뿔(공격/체력)","Abies(A~SSS), Charcoal Flame(A~SSS), Frozen, Diamond,\n Gold, Golden Diamond, High Elixir, Master Elixir, Hammer of Deet,\nHorn of light(Crit/Hp), Horn of light(Crit/Att), Horn of light(Crit/Def),\n Horn of dark(Evad/Att), Horn of dark(Evad/Crit), Nightmare Claw +14(HP),\n Dusk Claw +14(Att), Dawn Claw +14(Def), Horn of dark(Evad/Def),\n Horn of dark(Evad/Hp), Horn of light(Crit/Hp), Drink 8, Dream's ATT +(35~36),\n Dream's DEF +(35~36), Dream's HP +(35~36),Master Essence,\n Horn of the fire(Att/Def), Horn of the fire(Att/HP), Horn of the earth(Def/HP),\n Horn of the earth(Def/Att), Horn of the water(HP/Def), Horn of the water(HP/Att)",8級增益藥水、阿比斯（ASSS）、炭火焰（ASSS）、冰雪龍、\n鑽石、黃金鑽石、黃金、迪特的錘子、夢幻寶石（35~36）\n高級強化精華、頂級強化精華、高級超越精華、\n光之角（暴擊/閃避）、光之角（暴擊/生命）、光之角（暴擊/攻擊）、光之角（暴擊/防禦）、\n暗之角（閃避/暴擊）、暗之角（閃避/生命）、暗之角（閃避/攻擊）、暗之角（閃避/防禦）、\n噩夢守護者的爪子（生命）、黃昏守護者的爪子（攻擊）、黎明守護者的爪子（防禦）、\n 大地之角（防禦/生命）、大地之角（防禦/攻擊）、水之角（生命/攻擊）、\n水之角（生命/防禦）、火之角（攻擊/防禦）、火之角（攻擊/生命）,
XMAS2019_EVENT_HELP_TITLE,규칙,Rule,規則,
XMAS2019_EVENT_IAB,X-MAS 주머니 상점,X-MAS Pocket Shop,X-MAS福袋商店,
XMAS2019_EVENT_IAB_WARN,※ 본 상품은 구입 시 청약철회가 불가능합니다.,※ Refund of this item is not available after the purchase.,※ 本商品購買後無法退訂。,
XMAS2019_EVENT_LUCKYBOX_TITLE,획득 가능,Available,可獲得,
XMAS2019_EVENT_PERIOD_WARN,주머니 열기는 1/2 까지 가능합니다.,The pocket can be opened by January 2 (KST).,福袋開啟僅限至1/2為止。,
XMAS2019_EVENT_RANK_INFO,"1. 이벤트 기간 중 전투 시간[오후 6:00 ~ 자정 00:00] 동안 일반 토너먼트 점수를 기록합니다. \n2.전투시간 동안에는 입장비용이 무료입니다.\n3.점수는 토너먼트 참가시 1점, 8강 승리시 1점, 4강 승리시 1점, 우승시 1점을 획득합니다. [우승자는 총 4점 획득]\n4. 이벤트가 종료된 후 랭킹에 따라 참가자에게 보상을 지급합니다.\n* 순위가 같다면 먼저 달성한 테이머가 우선순위를 가집니다. \n* 전투에 참가하지 않으면 보상을 받을 수 없으니 주의 바랍니다. ","1. During the battle time (18:00-24:00 KST), GENERAL tournament score is recorded.\n2. Admission fee is free\n3. The score is 1 point for participating, 1 points for advancing to the quarterfinals, 1 points for advancing to the semifinals, and 1 points for winning.\n4. When the event is over, the tamers will be awarded according to their ranking.\n*If the rankings are the same, rewards will be paid on a first-come, first-served basis.\n*There is no reward for not participating in the battle.",1. 活動期間內，從[下午6:00 ~ 午夜12:00]的戰鬥時間內，記錄普通錦標賽的分數。\n2. 戰鬥時間內，進場費用為免費。\n3. 參加錦標賽時獲得1分，8強獲勝時獲得1分，4強獲勝時獲得1分，冠軍時獲得1分。[冠軍總共獲得4分] \n4. 活動結束後，將根據排名向參加者發放獎勳。\n5. 若排名相同，先達成的馴獸師將優先。\n6. 若未參加戰鬥，將無法獲得獎勳，請注意。,
XMAS2019_EVENT_RANK_INFO_2,참가,Attend,參加,
XMAS2019_EVENT_RANK_INFO_3,8강 승리,1 win,8強獲勝,
XMAS2019_EVENT_RANK_INFO_4,4강 승리,2 win,4強獲勝,
XMAS2019_EVENT_RANK_INFO_5,우승,3 win,冠軍,
XMAS2019_EVENT_RANK_INFO_1_L,점수,Point,分數,
XMAS2019_EVENT_RANK_INFO_1_R,획득기준,Scoring,獲得標準,
XMAS2019_EVENT_RANK_TIME,*전투시간\n[오후 6:00~ 자정 00:00],*Battle Time\n(18:00-24:00 GMT+9),*戰鬥時間\n[下午6:00 ~ 午夜12:00],
XMAS2019_EVENT_TITLE_ATTEND,X-MAS 출석 체크 이벤트,X-MAS Check-in Event,X-MAS簽到活動,
XMAS2019_EVENT_TITLE_BINGO,X-MAS 주머니 랭킹 이벤트,X-MAS Pocket  Ranking Event,X-MAS福袋排名活動,
XMAS2019_EVENT_TITLE_RANK,X-MAS 일반 토너먼트 랭킹 이벤트,X-MAS Tournament  Ranking Event,X-MAS普通錦標賽排名活動,
XMAS2019_EVENT_UI_1_1,"다이아 2000, 드래곤 알 선택권, 장신구 선택권, 장식 선택권","2000 diamonds + Dragon(egg) ticket, Skin ticket, Acc. Ticket",鑽石2000、龍蛋選擇券、飾品選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_2,"다이아 1800, 드래곤 알 선택권, 장식 선택권","1800 diamonds + Dragon(egg) ticket, Skin ticket ",鑽石1800、龍蛋選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_3,"다이아 1500, 드래곤 알 선택권",1500 diamonds + Dragon(egg) ticket,鑽石1500、龍蛋選擇券,
XMAS2019_EVENT_UI_1_4,"다이아 1000, Lv-1 x50, Lv+1 x50, 스페셜 Lv+1 x40","1000 diamonds + Lv - 1 x 50, Lv + 1 x 50, Prem Level+1 x 40",鑽石1000、Lv-1 x50、Lv+1 x50、特別Lv+1 x40,
XMAS2019_EVENT_UI_1_5,"다이아 800, Lv-1 x40, Lv+1 x40, 스페셜 Lv+1 x30","800 diamonds + Lv - 1 x 40, Lv + 1 x 40, Prem Level+1 x 30",鑽石800、Lv-1 x40、Lv+1 x40、特別Lv+1 x30,
XMAS2019_EVENT_UI_1_6,"다이아 500, Lv-1 x30, Lv+1 x30, 스페셜 Lv+1 x20","500 diamonds + Lv - 1 x 30, Lv + 1 x 30, Prem Level+1 x 20",鑽石500、Lv-1 x30、Lv+1 x30、特別Lv+1 x20,
XMAS2019_EVENT_UI_1_7,"다이아 300, Lv-1 x20, Lv+1 x20","300 diamonds + Lv - 1 x 20, Lv + 1 x 20",鑽石300、Lv-1 x20、Lv+1 x20,
XMAS2019_EVENT_UI_1_8,"다이아 100, Lv-1 x15, Lv+1 x15","100 diamonds + Lv - 1 x 15, Lv + 1 x 15",鑽石100、Lv-1 x15、Lv+1 x15,
XMAS2019_EVENT_UI_1_9,"다이아 50, Lv-1 x10, Lv+1 x10","50 diamonds + Lv - 1 x 10, Lv + 1 x 10",鑽石50、Lv-1 x10、Lv+1 x10,
XMAS2019_EVENT_UI_1_10,"다이아 2000, 단계 레벨 선택 7.0 드래곤 선택권, 장식 선택권",2000 diamonds + 7.0dragon ticket(Phase choice) + Skin ticket,鑽石2000、階段等級選擇7.0龍選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_11,"다이아 1800, 20레벨 7.0 드래곤 선택권, 장식 선택권","1800 diamonds + Lv 20, 7.0 dragon ticket + Skin ticket ",鑽石1800、20等7.0龍選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_12,"다이아 1500, 1레벨 7.0 드래곤 선택권, 장식 선택권","1500 diamonds + Lv 1, 7.0 dragon ticket + Skin ticket ",鑽石1500、1等7.0龍選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_13,"다이아 1000, 드래곤 알 선택권, 장식 선택권",1000 diamonds + Dragon(egg) ticket + Skin ticket,鑽石1000、龍蛋選擇券、裝飾選擇券,
XMAS2019_EVENT_UI_1_14,"다이아 800, 각성 강화 정수 1세트, 장식 선택권","800 diamonds + Elixir set(Normal, Higher, Master) + Skin ticket",鑽石800、覺醒強化精華1套、裝飾選擇券,
XMAS2019_EVENT_UI_1_15,"다이아 500, 상급 초월의 정수 1세트",500 diamonds + 1 set of high essence,鑽石500、高級超越精華1套,
XMAS2019_EVENT_UI_1_16,"다이아 500, 스페셜 Lv+1 20개, Lv-1 x20","300 diamonds + Special Lv + 1 x 20, Lv - 1 x 20",鑽石500、特別Lv+1 20個、Lv-1 x20,
XMAS2019_EVENT_UI_1_17,"다이아 100, Lv-1 x20",100 diamonds + Lv - 1 x 20,鑽石100、Lv-1 x20,
XMAS2019_EVENT_UI_1_18,1. X-MAS 주머니를 개봉할 때 마다 주머니 종류에 상관없이 1포인트를\n획득합니다.\n2. 이벤트가 종료된 후 랭킹에 따라 보상을 지급합니다.\n* 순위가 같다면 먼저달성한 테이머가 우선순위를 가집니다.,"1. Each time tamers open tamer X-MAS Pocket, tamers get one point, regardless of the type of pocket.\n2. Reward will be paid according to the ranking after the event is over.\n*If tied, the first tamer to achieve will have priority.",1. 每次開啟X-MAS福袋時，無論福袋類型如何，\n都將獲得1分。\n2. 活動結束後，將根據排名發放獎勳。\n* 若排名相同，先達成的馴獸師將優先。,
XMAS2019_EVENT_UI_1_19,1. 초기화 진행 시 현재 소지한 모든 정령의 드래곤 귀속이 해제됩니다\n2. 해제된 정령은 다시 다른 드래곤에게 귀속시킬 수 있습니다.\n3. 정령 해제는 이벤트 기간 동안 단 1회만 사용 가능합니다.,"1. In the process of liberation, all spirits of the dragon will be released.\n2. Liberated Spirits can be mounted to another dragon.\n3. Spirit Liberation is only available once during the event.",1. 初始化進行時，當前所擁有的所有精靈的龍綁定將被解除。\n2.被解除綁定的精靈可以再次綁定到其他龍上。\n3.精靈解除綁定在活動期間內僅可使用一次。,
xmasBeachScenario1,너도 멍텅구리야! 속고 있다고!\n그 녀석이 널 이용해 먹고 있는거야!,"Hey dummy, he is just using you!",你也太傻了!\n那個傢伙只是在利用你!,
xmasFireMtScenario1,우리는 속았어! 분해! 쿠어오오어!!\n그 녀석! 장식의 힘을 자기 혼자 독차지할 셈이야!,This was a trap. I am pissed! Kuoooo!\nThat selfish bastard is trying to take\n all of decoration's power to himself.,我們都上當了! 可惡啊啊啊啊啊!! \n那個自私的傢伙要獨佔聖誕的力量!,
xmasFireMtScenario2,동굴 근방에서 인기척이 느껴져 가보니\n 산타클로스가 잡혀있다.,I followed the sound and found\n Santa captured nearby a cave.,我在洞穴附近聽到奇怪聲音，\n往裡頭看，發現聖誕老人被綁在那裡。,
xmasFireMtScenario3,안전한 곳으로 돌아와 그를 풀어주자\n정신이 들었는지 나를 쳐다 보았다.,The Santa regained conscious\n and slowly opened his eyes.,我帶他到安全的地方並為他解綁。\n過了一陣子，他緩緩的醒過來，對著我說：,
xmasFireMtScenario4,난…아이들에게 선물을 주러 가던 중,I was on my way to deliver presents to kids.,我…在去送禮物的路上,
xmasFireMtScenario5,괴물들과 괴한에게\n갑작스럽게 습격을 받았네,when I was attacked by monsters,遭到一些怪物襲擊。,
xmasFireMtScenario6,..녀석들은 선물뿐만 아니라\n다른 차원으로 가는 장식을 훔쳐갔어!,They took everything including the decoration\n used to travel to a different world!,..他們不僅奪走送給孩子禮物，\n還搶走了用來穿越異世界的飾品!,
xmasFireMtScenario7,산타에게 장식을 모두 모았지만\n나쁜 산타클로스에게 빼앗겼다고 말했다,I collected all decorations but told\n I was robbed by evil Santa,我對聖誕老人說，我曾經找回所有飾品，\n然而卻又被邪惡的聖誕老人奪走。,
xmasFireMtScenario8,..뭐라고! 장식을 모두 빼앗겼다고?!,What? You got robbed all of them?!,..什麼! 被奪走?!,
xmasFireMtScenario9,큰일이야! 장식이 없으면!!,That's a big problem. We need the decorations!,天啊! 我們需要飾品!!,
xmasFireMtScenario10,난 다른 세계 아이들에게\n영원히 선물을 주러 갈 수가 없어!,I cannot deliver presents to children\n in the other world anymore.,我已經不能再給異世界的孩子\n去送禮物了…,
xmasFireMtScenario11,나쁜 산타클로스가 너무 강하다고 말했다,He said evil Santa is too strong.,邪惡的聖誕老人實在太強了…,
