﻿TID,KR,EN,TW,JP
skycastleScenario18_10,"누리와 즈믄이 분통을 터뜨리는 동안, 나는 광산으로 돌아온 이유를 촌장에게 설명했다.","While Nuri and Zimon were angry, I explained to mayor why we are back to the Mine.",當諾莉和吉蒙怒氣沖沖時，我向村長解釋了我回到礦山的原因。,
skycastleScenario18_11,그런 사정이 있었군요. 왕국을 구하는 일이라면 얼마든지 디바인 스톤을 사용하셔도 좋습니다만…,"I see. If you are trying to protect this kingdom, you may use Divine Stone...",原來是這樣啊。如果是為了拯救王國的話，您可以隨時使用神石。,
skycastleScenario18_12,광산이 막혀버린 바람에 디바인 스톤을 과연 얼마나 꺼낼 수 있을지…,But I wonder how much Divine Stone you will be able to take out of the blocked Mine.,礦山被封鎖了，至於能拿出多少神石，實在讓人擔心啊…,
skycastleScenario18_13,광산의 지금 상황은 어떤가요? 아예 들어가지조차 못할 정도인가요?,What is current situation of the Mine? Is it completely blocked?,現在礦山的情況如何？是完全無法進入了嗎？,
skycastleScenario18_14,일단 입구는 막히지 않았습니다. 지하로 내려가는 갱도가 매몰됐는데… 직접 가서 보시지요.,The entrance is not blocked. Way down is blocked… Come and see for yourself.,目前入口並未被封鎖。不過通往地下的巷道被埋住了…還是親自去看看吧。,
skycastleScenario18_15,우리는 촌장의 안내를 받아 광산으로 향했다.,We followed the mayor to the Mine.,我們在村長的帶領下前往了礦山。,
skycastleScenario18_16,우리는 갱도를 따라 주욱 내려갔다. 아직도 폭발의 여파로 먼지가 자욱했다.,We went down the mine. It was still shrouded with dirt from the explosion.,我們沿著巷道一路往下走。爆炸的餘波依然讓空氣中充滿了灰塵。,
skycastleScenario18_17,여기입니다. 이 앞의 갱도가 무너지면서 하층부로 내려가는 길이 막혔습니다.,This is the end. Mine collapsed here and the way down is blocked.,這裡就是。前方的巷道崩塌了，導致通往下層的路被封住了。,
skycastleScenario18_18,여기까지 들어오는 길목은 이미 디바인 스톤이 대부분 채굴되어 더 찾기 어렵습니다.,"Up to this point, most of Divine Stones have been mined, so finding more would be difficult.",到這裡為止的進入路段，大部分的神石已經被開採殆盡，現在再找的話會非常困難。,
skycastleScenario18_19,좀 더 하층부로 내려가야 디바인 스톤을 구할 수 있다는 얘긴데… 곤란하게 되었네요.. 흐음…,That means we have to go further down to get Divine Stones… That's a problem…Hm...,也就是說，我們必須再往更深層的地方下去才能找到神石…這下可真是麻煩了…嗯…,
skycastleScenario18_20,여기서 포기할 수는 없습니다. 다른 방법을 찾아봐야죠.,We can't give up here. We should look for other ways.,我們不能就這樣放棄。必須再想辦法，找出其他的路徑。,
skycastleScenario18_21,우리의 등 뒤에서 들려온 뜻밖의 목소리에 모두들 놀라 뒤를 돌아보았다.,We turned back surprised to hear an unexpected voice.,我們都被背後突然傳來的聲音驚訝地轉過頭去。,
skycastleScenario18_22,헥토르 님…?,Hector…?,赫克托爾大人…？,
skycastleScenario18_23,이 배신자!! 여긴 어떻게 온 거야? 왕궁을 탈출하기라도 했냐?!,You traitor!! How did you get here? Did you break out of the palace?!,這個背叛者！！你怎麼來到這裡的？難道是從王宮逃出來了嗎？,
skycastleScenario18_24,"…어느 정도 예상은 했지만, 역시 좋은 얘기는 못 듣네요.","…Just as expected, I am not really welcomed.",…多少有點預料到，但果然還是聽不到什麼好話。,
skycastleScenario18_25,혹시 정말 탈출이라도 하신 건가요?,Did you really break out?,難道您真的逃跑了嗎？,
skycastleScenario18_26,왕녀님의 특별 사면으로 여러분들을 도우러 왔습니다.,I was given special pardon from Princess to help you.,我來是因為公主的特別赦免，來幫助各位。,
skycastleScenario18_27,"거짓말! 지금의 이 위태로운 상황을 만들어낸 장본인을, 그 엄격하신 왕녀님께서 사면하셨다고?!",Lies! She can't have pardoned a traitor like you!,騙人！現在這個危險的局面是由你造成的，竟然是那位嚴厲的公主大人赦免了你嗎？,
skycastleScenario18_28,"여러분들이 광산을 향해 출발하신 직후, 감옥에 있던 제가 왕녀님의 호출이 있었습니다.","When you left for the Mines, Princess called me from prison.",在大家啟程前往礦山之後，我在監獄裡收到了公主的召喚。,
skycastleScenario18_29,신하들은 전부 내보냈습니다. 허심탄회하게 얘기해 보시지요. 대체 왜 그러신 겁니까.,I told everyone to leave. Let's be frank. Why did you do it.,臣子們都已經被遣散了。請坦誠地說出來，到底是怎麼回事？,
skycastleScenario18_30,"아까 당신이 하셨던 말씀들은 전부 과정과 결과일 뿐, 정작 중요한 원인이 빠져 있더군요.",What you said before is all result. You left out the cause.,剛才你說的那些話只不過是過程和結果而已，真正重要的原因卻沒有提到。,
skycastleScenario18_31,…제가 어리석었습니다. 고대 드래곤만 없어진다면 왕녀님께서 자유를 얻으실 거라 생각했는데…,…I was a fool. I thought you would regain freedom if the Ancient Dragon is gone...,…我太愚蠢了。原以為如果古代神龍消失了，公主就能獲得自由…,
skycastleScenario18_32,당신도 그 아스타로트를 만났을 때 느꼈을 텐데요. 그 자의 터무니 없을 정도로 강한 어둠을.,"You must have realized when you met that Astaroth, his bottomless darkness.",你當時遇到亞斯她錄時，也應該感受到了吧？那個人那不可理喻的強大黑暗。,
skycastleScenario18_33,네… 그런 자가 먼저 접근해 오면 당연히 숨은 꿍꿍이가 있다는 걸… 그 땐 미처 몰랐습니다.,Yes… I should have realized he is up to something when he approached me...,是的…那樣的人如果先主動接近，當然會讓人懷疑背後有什麼陰謀…但當時我並未察覺到。,
skycastleScenario18_34,"한심하군요! 그런 얼토당토한 생각의 동기나, 악인에게 너무 쉽게 현혹된 거나.","Pathetic! That pointless reason, and naiveness!",真可悲！居然會有如此荒謬的想法，還這麼輕易就被惡人所迷惑。,
skycastleScenario18_35,…어떤 말로도 변명하지 않겠습니다. 변명할 자격조차 없고요.,…I will not give any excuses. I don't deserve to.,…無論什麼話語，我都不會辯解。我連辯解的資格都沒有。,
skycastleScenario18_36,"그렇게 하여 만에 하나라도 제가 자유를 얻는들, 당신의 마음을 받아들일 것 같습니까?","Even if I regained freedom, do you think I would accept your love?",即使有一天我真的獲得自由，您認為我會接受您的心意嗎？,
skycastleScenario18_37,제 마음 따위 받아주시지 않아도 좋습니다. 처음부터 그런 큰 기대도 하지 않았습니다.,I don't need you to love me. I didn't expect that anyway.,即使您不接受我的心意也沒關係。我從一開始就沒有抱有那麼大的期待。,
skycastleScenario18_38,다만… 무거운 숙명의 짐을 덜어내신 왕녀님의 미소를… 아주 잠시라도 보고 싶었습니다…,But… I wanted to see your smiles without heavy burden...,只是…我只是希望能看到公主卸下沉重宿命的微笑…哪怕只是一下下…,
skycastleScenario18_39,멋대로 넘겨짚지 마십시오! 창조신 아모르께서 내리신 사명은 기꺼이 수행해야 하는 것!,Don't overlook! Duty given by Amor should be taken gladly with honor!,別隨便猜測！創造神阿莫爾賜予的使命是必須堅定執行的！,
skycastleScenario18_40,저는 사명을 수행함에 있어서 조금도 고통스러워하거나 후회했던 적이 없습니다!!,I was never in pain or did not regret while carrying out the duty.,在履行使命的過程中，我一點也不感到痛苦或後悔！！,
skycastleScenario18_41,저는 왕녀님을 위한 일이라고 생각했는데… 정작 왕녀님의 심경은 조금도 헤아리지 못했군요.,I did this for you… But I did not understand you.,我一直以為是在為王女大人做事…但實際上我完全沒能體會到王女大人的心情。,
skycastleScenario18_42,하나만 더 묻겠습니다. 당신은 드래곤 테이머들과 모험하면서 그들의 신임을 얻었었죠.,I will ask you one more question. You earned their trust while travelling with Dragon Tamers?,我還有一個問題要問。你曾經與馴獸師們一起冒險，並獲得了他們的信任，對吧？,
skycastleScenario18_43,처음부터 그들을 아스타로트에게 팔아넘길 목적으로 친밀하게 접근했던 겁니까?,Was that because you were planning to sell them out to Astaroth?,從一開始，你就是打算以親近的方式接近他們，然後把他們賣給亞斯她錄嗎？,
skycastleScenario18_44,절대 그렇지 않습니다! 아스타로트는 그저 다량의 디바인 스톤을 원했습니다.,No way! All Astaroth wanted was a lot of Divine Stone.,絕對不是那樣！亞斯她錄只是想要大量的神石。,
skycastleScenario18_45,"디바인 스톤 수송 마차를 넘기면서도, 저는 드래곤 테이머들의 신변 보장을 부탁했습니다.",I asked for safety of the Dragon Tamers in return for Divine Stones.,在交付神石運輸馬車的同時，我也請求了保證馴獸師們的人身安全。,
skycastleScenario18_46,어쨌든 그들에게 큰 상처로 남았겠죠…,"Anyway, that must have left them a big scar...",無論如何，那對他們來說肯定留下了很大的傷痕…,
skycastleScenario18_47,"그래요, 당신은 그들을 배신했지만, 모순되게도 당신만이 그들을 도울 수 있습니다.","Yes. You betrayed them, but paradoxically, you are the only one that can help them.",沒錯，你背叛了他們，但矛盾的是，只有你能幫助他們。,
skycastleScenario18_48,저는 이 왕궁에 결계를 쳐서 드래곤 슬레이어의 탈출을 최대한 늦춰야 하니까요.,I must cast a barrier on this Palace to delay that Dragon Slayer.,我必須在這座王宮設下結界，盡可能延遲屠龍者的逃脫。,
skycastleScenario18_49,"위임장을 써드리죠. 그러니 그걸 증거로 대고, 드래곤 테이머들을 도와주십시오.","I will write you a letter of recommendation. Use it as evidence, and help the Dragon Tamers.",我會寫委任狀給你。請以此為證，幫助馴獸者們吧。,
skycastleScenario18_50,…제가요? 하지만 과연 그들이 저를 다시 믿어줄지…,…Me? I'm not sure if they will trust me...,…是我嗎？但我真的能讓他們重新相信我嗎…,
skycastleScenario18_51,"알아서 설득하십시오. 그들의 불신의 눈초리를 받게 되어도, 순전히 당신의 업보입니다.",Persuade them best you can. You are to blame for their distrust.,請自己去說服他們。即使他們的仍然不信任你，那也是你該承受的後果啊。,
skycastleScenario18_52,지금 이 하늘 왕국의 존망은 그들에게 달려 있습니다. 그들에게는 조력자가 필요하고요.,Fate of this Kingdom lies in their hands. They need help.,現在這個蒼空帝國的存亡，取決於他們。他們需要一位幫助者。,
skycastleScenario18_53,"…알겠습니다. 그것이 명령이라면, 기꺼이 받들겠습니다.","…Understood. If that is your order, I will gladly honor it.",…我明白了。如果那是命令，我會毫不猶豫地遵從。,
skycastleScenario18_54,당신의 형량은 우선 왕국을 구한 뒤에 정식으로 재판을 열어 결정하겠습니다.,Your punishment will be decided in court once you save this Kingdom.,您的刑期將在拯救王國之後，正式開庭審判並決定。,
skycastleScenario18_55,"만약 왕국을 구하는 데에 일조한다면, 조금은 참작이 될 수도 있겠지요.","If you save help save this Kingdom, that might reduce your punishment.",如果您能幫助拯救王國，或許會有所從輕處理。,
skycastleScenario18_56,…그렇게 해서 당신들을 도우러 온 겁니다. 여기 왕녀님의 위임장이 있습니다.,…That's how I came to help you. This is her letter.,…我就是因為這樣才來幫助你們的。這是公主大人的委任狀。,
skycastleScenario18_57,흥! 이미 한번 배신한 사람을 어떻게 믿으라는 거죠?!,Hmph! How do you expect us to trust you after betraying us?!,哼！怎麼可能相信一個曾經背叛過的人呢？！,
skycastleScenario18_58,어떤 비난도 피하지 않겠습니다. 애초에 제가 화를 자초했으니까요.,I will take any blame gladly. I deserve it.,無論怎樣的指責，我都不會逃避的。畢竟是我自己引發了這一切的憤怒。,
skycastleScenario18_59,"하지만 이왕 죄의 무게를 짊어질 거라면, 여러분들의 첨병이 되고 싶습니다.","However, if I am to take the blame for it, I would like to fight beside you.",但既然注定要承擔這份罪責，那麼我願意成為你們的先鋒。,
skycastleScenario18_60,우선 이 위기를 넘겨야 제 죗값도 마저 치를 수 있을 테니까요.,We will have to survive this for me to serve for what I have done.,首先，我們必須度過這場危機，這樣我才能繼續償還我的罪行。,
skycastleScenario18_61,흐음… 나는 여전히 마음에 안 들어!!,Hmm… I still don't like it!!,嗯…我仍然不喜歡！！,
skycastleScenario18_62,"너무 그러지 말고, 즈믄… 지금은 한 사람의 도움이라도 필요한 상황이잖아.","Don't be so harsh, Zimon… We need any help we can get!",不要這樣，吉蒙…畢竟現在正是需要一個人幫助的時候啊。,
skycastleScenario18_63,어떻게?! 갱도를 막고 있는 암석을 하나씩 나르기라도 하려고?,How?! Take out those rocks one by one?,怎麼做？！是打算一塊一塊搬運擋住隧道的岩石嗎？,
skycastleScenario18_64,암석이라… 무너진 갱도를 제가 한번 살펴봐도 괜찮을까요?,Rocks… May I take a look at the Mine?,岩石嗎…我能去看看崩塌的隧道嗎？,
skycastleScenario18_65,헥토르가 앞으로 나서 무너진 갱도와 주변을 유심히 살펴보았다.,Hector took a careful look at collapsed Mine.,赫克托爾走上前，仔細檢查了崩塌的隧道和周圍的情況。,
skycastleScenario18_66,굉장히 많은 폭약을 사용했나 보군요. 갱도를 이루는 암석들이 아주 단단합니다.,They must have used a lot of explosives. Rocks are really hard around here.,看來使用了大量的炸藥。隧道中的岩石非常堅硬。,
skycastleScenario18_67,적정량의 폭약과 만약을 대비한 버팀목 정도만 있다면… 길을 다시 뚫을 수도 있습니다.,"If we have enough explosives and wooden support, we may be able to clear the way.",如果有適量的炸藥和應急的支撐木材…或許能重新開鑿出一條路來。,
skycastleScenario18_68,정말요? 그게 가능한가요?!,Really? Is that possible?!,真的嗎？那真的可能嗎？！,
skycastleScenario18_69,통로를 막고 있는 암석들만 날려버릴 수 있도록 폭파 방향을 잘 조절한다면 가능합니다.,"If we can adjust the blast so it clears rocks blocking the path, it is possible.",只要能夠調整好爆發的方向，將擋住通道的岩石炸開，是有可能的。,
skycastleScenario18_70,물론 폭파 시 생기는 충격파에 대비할 안전장치도 충분히 필요하겠죠.,"Of course, we need safety measures to protect ourselves from the blast.",當然，還需要充分的安全裝置來應對爆發時產生的衝擊波。,
skycastleScenario18_71,몬스터 녀석들이 사용하던 장비가 아직 사방에 많이 널려 있어!,There are tools that the monsters were using!,那些怪物們使用過的裝備還散落在四處！,
skycastleScenario18_72,여기를 좀 더 뒤지다 보면 필요한 것들을 구할 수 있을 지도 몰라!,We may be able to find what we need if we search here carefully!,再搜尋一下這裡，或許能找到需要的東西！,
skycastleScenario18_73,"서두르시죠! 발파 외에도 디바인 스톤 수집을 생각하면, 결코 시간이 많지 않습니다.",Let's hurry! We don't have much time to clear the path and collect Divine Stones.,我們得趕快！除了爆破，還要考慮到收集神聖石，時間可不多了。,
skycastleScenario18_74,"일단은 같이 행동하겠지만, 아직 화가 풀린 건 아니니까 너무 가까이 오지 마요!!","I will work with you, but I am still angry. Don't come too close.!",暫時會一起行動，但我還沒平息怒氣，所以不要太靠近我！！,
skycastleScenario18_75,하하… 즈믄 님의 화가 풀리려면 좀 시간이 많이 필요할 것 같군요…,Haha… It must take some time for Zimon's anger to fade...,哈哈…看來吉蒙的怒氣需要一些時間才能平息呢…,
skycastleScenario18_76,우리는 이곳에서 갱도를 막는 암석을 치울 방법을 찾아보기로 했다.,We decided to look for ways to remove rocks blocking the path.,我們決定在這裡尋找清除擋住隧道的岩石的方法。,
skycastleScenario19_0,모두 피하세요! 마지막 암석 더미를 폭파시킬 겁니다!,Clear the way! I will blast the last rocks!,大家小心！我要炸掉最後一堆岩石了！,
skycastleScenario19_1,해냈어! 이걸로 광산 곳곳을 막고 있던 장애물들을 모두 해결했다고!,We did it! We got rid of all the rocks blocking the path!,成功了！這樣一來，礦山各處的障礙物都解決了！,
skycastleScenario19_2,"콜록콜록! 고생은 좀 했지만, 그래도 뿌듯하네!!","Cough! That was a lot of work, but I am satisfied!",咳咳咳！雖然有點辛苦，但還是感到滿足啊！,
skycastleScenario19_3,"결국, 해내셨군요. 이거 다시 한번 신세를 지게 되었습니다.",So you did it. We owe you another.,最終，您還是成功了呢。這次又得麻煩您了。,
skycastleScenario19_4,신세는요 뭘~ 디바인 스톤을 사용하는 입장에서 당연히 저희가 할 일인 걸요.,You owe us nothing! It is what we had to do to use Divine Stones!,沒什麼啦~以使用過神石的立場來看，這本來就是我們應該做的事。,
skycastleScenario19_5,그럼 지금부터 본격적으로 디바인 스톤을 찾아 볼까나~!,Then shall we begin looking for Divine Stones!?,那麼現在就正式開始尋找神石吧~！,
skycastleScenario19_6,굳이 디바인 스톤을 찾아 더 고생하실 필요 없습니다.,You don't have to look for Divine Stones.,其實不必再為尋找神石而辛苦了。,
skycastleScenario19_7,"여러분들이 갱도를 복원하기 위해 노력하는 동안, 저도 나름대로 한 일이 있으니까요.",I did my job while you were clearing the paths.,在大家努力修復隧道的同時，我也做了些自己的事情。,
skycastleScenario19_8,이건…?!,This is…?!,這是…？！,
skycastleScenario19_9,복원된 갱도를 돌아다니면서 소소하게나마 몇 개씩 캐서 모은 것입니다.,I mined a few at a time walking around the recovered path.,這些是我在修復過的隧道裡四處走動，隨手挖幾個小塊收集來的。,
skycastleScenario19_10,이 정도 디바인 스톤이라면 정령을 소환하는 데에 부족하지는 않을 겁니다.,This much Divine Stones should be enough to summon the Spirits.,這些神石應該足夠用來召喚精靈了，不會有問題的。,
skycastleScenario19_11,감사합니다! 덕분에 적잖은 시간을 아낄 수 있게 되었군요!,Thank you! We saved much time thanks to you!,謝謝您！多虧了您，我們省下了不少時間！,
skycastleScenario19_12,히이잉~ 촌장님~ 도와주셔서 정말 고마워요~,Heeeeh~ Mayor~ Thank you so much for your help~,嗚嗚~ 村長大人~ 真的非常感謝您的幫助~,
skycastleScenario19_13,자! 어서 왕궁으로 돌아가서 정령을 소환해 봅시다!,So! Let's go back to Palace to summon Spirits!,來吧！趕快回到王宮，召喚精靈吧！,
skycastleScenario20_0,우리는 소환된 정령을 왕녀에게 보여주기 위해 알현실로 향했다.,We went to Audience Room to show Princess Spirits that were summoned.,我們朝接見廳走去，準備將召喚出來的精靈展示給公主看。,
skycastleScenario20_1,누리와 즈믄은 정령의 신비로운 아름다움에 흠뻑 빠져 있었다.,Nuri and Zimon were obsessed with magical beauty of Spirits.,諾莉和吉蒙完全陶醉在精靈那神秘而美麗的魅力中。,
skycastleScenario20_2,하지만 정령을 바라보는 왕녀의 시선에서는 만족함을 찾아볼 수 없었다.,"However, Princess did not seem satisfied with the Spirits.",但從王女注視精靈的目光中，卻看不出滿意的表情。,
skycastleScenario20_3,"우려가 현실이 되었군요, 이 정도 힘으로는 드래곤 슬레이어를 상대할 수 없습니다.",That's what I was worried about. We cannot battle Dragon Slayer with this much.,擔憂變成現實了，這樣的力量無法應對龍屠殺者。,
skycastleScenario20_4,네엣?! 그게 무슨 말씀이신가요?,What?! What do you mean?,什麼？！那是什麼意思？,
skycastleScenario20_5,정령이란 정령계와 이곳 물질계를 자유롭게 넘나들며 힘을 발휘합니다.,Spirits get power roaming around between this world and Spirit world freely.,精靈是能夠在精靈界與這個物質界之間自由穿梭，並發揮力量的存在。,
skycastleScenario20_6,"그런데 소환되어 물질계에만 존속될 경우, 힘의 일부가 소실되는 겁니다.","However, if they must stay in this world, a part of their power is lost.",但是，如果精靈被召喚並只能在物質界存在，那麼它的部分力量會消失。,
skycastleScenario20_7,게다가 지금 이 정령의 경우는… 힘이 소실된 정도가 매우 커요.,"Also, in this case… Loss is great.",而且現在這隻精靈的情況是…力量的流失程度非常大。,
skycastleScenario20_8,이 정도 정령의 힘을 드래곤에게 부여해봤자… 드래곤 슬레이어는 이길 수 없습니다.,This much power is not enough to defeat Dragon Slayer.,即使將這樣的精靈力量賦予龍…也無法擊敗屠龍者。,
skycastleScenario20_9,히잉~ 어떡하지? 또 디바인 스톤을 구해와서 다른 정령을 소환해야 하나?,Hee… What do we do? Get more Divine Stones and summon more Spirits?,嗚嗚~ 怎麼辦呢？還要再去找神石召喚其他精靈嗎？,
skycastleScenario20_10,그러면 이미 소환한 정령은 어떻게 하고? 버릴 수는 없잖아.,How about the Spirits that were already summoned? We can't discard them.,那麼已經召喚的精靈怎麼辦？可不能把它丟掉吧。,
skycastleScenario20_11,방법이 아예 없는 건 아닙니다. 정령의 힘을 '강화'해야겠군요.,There are other ways. We should 'enhance' power of Spirits.,並非完全沒有辦法。我們需要「強化」這隻精靈的力量。,
skycastleScenario20_12,정령의 힘을 강화한다고요?,Enhance power of Spirits?,強化精靈的力量嗎？,
skycastleScenario20_13,정령의 소실된 힘을 되찾아주는 의식이 있습니다.,There is a ritual that will restore lost power of Spirits.,有一個儀式可以幫助恢復精靈失去的力量。,
skycastleScenario20_14,"다만 이 의식에도 정령의 소환과 마찬가지로, 강력한 마법 매개체가 필요합니다.","However, this ritual also needs strong medium like summoning Spirits.",不過，這個儀式與精靈的召喚一樣，也需要強大的魔法媒介。,
skycastleScenario20_15,정령이 보다 강한 힘을 내도록 형태를 바꿔주는 '진화'의 의식도 있습니다만…,"Also, there is 'evolution' ritual that changes form of Spirit so it becomes more powerful...",也有一個能讓精靈發揮更強大力量，改變其形態的「進化」儀式，不過…,
skycastleScenario20_16,지금은 거기까지 논하기에는 여건이 마땅치 않군요. 우선 강화를 먼저 해봅시다.,But we are not in situation to discuss that. Let's first try enhancing.,現在討論到那一步似乎還不太合適。先從強化開始吧。,
skycastleScenario21_0,이제 정령이 좀 더 강해졌습니다. 하지만 명심하십시오.,Now the Spirit is a bit more powerful. But please keep in mind.,現在精靈變得更強大了。但請記住。,
skycastleScenario21_1,"드래곤 슬레이어와 대적하려면, 보다 강력한 정령들을 많이 모아야 합니다.",You need more powerful Spirits to defeat Dragon Slayer.,若要與龍屠殺者對抗，就必須召集更多強大的精靈。,
skycastleScenario21_2,"네엣~! 명심하겠습니다, 왕녀님!","Alright! Understood, Princess!",是的~! 我會記住的，公主大人！,
skycastleScenario21_3,그러면 이제 드래곤 슬레이어 녀석을 혼내주러 가볼까나!,Let's go to punish that Dragon Slayer now!,那麼現在我們去教訓那個屠龍者吧！,
skycastleScenario21_4,그 전에… 가급적 고대의 탑을 먼저 탈환해 주셨으면 합니다.,Before you do that… I would like to ask you to regain Ancient Tower first.,在此之前…希望您能先奪回古代的塔。,
skycastleScenario21_5,아차! 아직 아스타로트가 고대의 탑을 차지하고 있었지!,Oops! Astaroth is still in Ancient Tower!,啊對！還是亞斯她錄佔據著古代的塔呢！,
skycastleScenario21_6,뿐만 아니라 그는 왕궁을 향해 지속적으로 어둠의 에너지를 내뿜고 있습니다.,"Also, he has been channeling dark energy toward this Palace.",不僅如此，他還持續向王宮散發黑暗的能量。,
skycastleScenario21_7,아마 드래곤 슬레이어를 더 자극해서 빨리 뛰쳐나오게 하고 싶은 거겠죠.,Probably to stimulate Dragon Slayer.,他可能是想進一步激怒屠龍者，讓對方更快地衝出來吧。,
skycastleScenario21_8,그 녀석은 정말 끝까지 간섭이로군!,He is so annoying!,那家伙真是一直在干涉到底！,
skycastleScenario21_9,"이대로 '망자의 은신처'에 내려가서 드래곤 슬레이어를 잡는 방법도 있습니다만,",We could just go to 'Hideout of the Dead' to defeat Dragon Slayer.,雖然可以直接下到「亡者的隱匿處」去抓屠龍者，然而…,
skycastleScenario21_10,"가급적이면 고대의 탑에서 정령들의 능력을 검증하고, 광산에서 디바인 스톤을 구하여","However, I would like to recommend you to test your Spirits at Ancient Tower, get more Divine Stones at the Mine,",如果能夠，最好在古代的塔中驗證精靈的能力，然後從礦山中獲取神石。,
skycastleScenario21_11,"다양한 정령을 소환하고 강화, 진화한 후에 드래곤 슬레이어에게 도전하는 걸 추천합니다.","Summon more spirits, enhance, and evolve them before you challenge Dragon Slayer.",我建議召喚並強化、進化各種精靈後，再挑戰屠龍者。,
skycastleScenario21_12,"또한, 드래곤 슬레이어보다 전력의 우위를 점했다고 해서 한번에 쓰러뜨릴 수는 없습니다.","Also, you can't defeat Dragon Slayer at once even if you have become more powerful.",此外，即使在實力上優於屠龍者，也不意味著可以輕易擊敗他。,
skycastleScenario21_13,엥? 그건 또 무슨 말씀이신가요?,Huh? What do you mean?,咦？那是什麼意思呢？,
skycastleScenario21_14,"드래곤 슬레이어를 완전히 쓰러뜨리기 위해서는, 놈의 체내에 정령의 힘을 누적시켜야 합니다.","To defeat Dragon Slayer completely, you should accumulate power of Spirits inside Dragon Slayer's body.",要徹底擊敗屠龍者，需要將精靈的力量積累在他的體內。,
skycastleScenario21_15,드래곤 슬레이어를 한번 쓰러뜨릴 때마다 '봉인 게이지'가 채워질 것입니다.,"Each time you defeat Dragon Slayer, 'seal gauge' will fill.",每次擊敗屠龍者，都會填滿「封印計量條」。,
skycastleScenario21_16,그리고 이 게이지가 완전히 차야 정령의 힘이 발휘되어 드래곤 슬레이어를 봉인할 수 있습니다.,"When the gauge is full, Spirits' power will activate to seal Dragon Slayer.",只有當這個計量條完全填滿，精靈的力量才會被激發，並能將屠龍者封印。,
skycastleScenario21_17,"만약 아스타로트를 방치한다면, 어둠의 에너지로 드래곤 슬레이어 체내에 쌓인 정령의 힘을","If we leave Astaroth alone, he will use dark energy to neutralize power of Spirits inside Dragon Slayer.",如果放任亞斯她錄，他的黑暗能量將中和龍屠龍者體內積累的精靈力量。,
skycastleScenario21_18,"중화시킬 것입니다. 그러면 봉인 게이지가 떨어지고, 드래곤 슬레이어 봉인은 더 어려워질 겁니다.","Then the gauge will drop, and sealing Dragon Slayer will become more difficult.",會中和它。這樣一來，封印計量條會下降，屠龍者的封印將變得更加困難。,
skycastleScenario21_19,으앙~ 뭐가 그렇게 까다롭고 번거롭나요~?,Huuh… Why is it so complicated?,嗚嗚~ 怎麼這麼麻煩又繁瑣呢~?,
skycastleScenario21_20,그럼 드래곤 슬레이어 정도의 무지막지한 괴물을 쓰러뜨리는 게 마냥 쉬울 줄 알았어?!,Did you think defeating Dragon Slayer would be so easy?!,那你以為擊敗像屠龍者這樣的可怕怪物會很簡單嗎？！,
skycastleScenario21_21,"어쨌든 정령의 힘도 테스트해 보고, 아스타로트도 해치우려면 고대의 탑은 꼭 들러야겠군요.","Anyway, we should explore Ancient Tower to test our Spirits and defeat Astaroth.",無論如何，要測試精靈的力量，並且解決亞斯她錄，必須先去古代的塔一趟。,
skycastleScenario21_22,"더 이상 놈의 감언이설에 현혹되지 않고, 이번에는 기필코 놈을…",I will not be tricked by him again...,不再被他的甜言蜜語所迷惑，這次一定要徹底擊敗他…,
skycastleScenario21_23,"헥토르는 아스타로트와 대적한다고 생각하니, 전의를 불태우는 듯했다.","Hector seemed to be on fire, thinking of facing Astaroth.",赫克托爾似乎在想到要與亞斯她錄對抗時，燃起了戰鬥的決心。,
skycastleScenario22_0,드디어 고대의 탑 최상층까지 올라왔다.,We finally arrived at top level of Ancient Tower.,終於來到了古代的塔的最頂層。,
skycastleScenario22_1,이곳 어딘가에 아스타로트가 있을 텐데…,Astaroth must be here somewhere...,這裡的某個地方應該有亞斯她錄吧…,
skycastleScenario22_2,날름날름! 너희들은 그 때 그 드래곤 테이머들! 날름날름!,Nomnom! Dragon Tamers! Nomnom!,呱呱！你們就是當時那些馴獸師們！呱呱！,
skycastleScenario22_3,"저 뱀 몬스터, 그 때 우리를 포박해서 이곳으로 끌고 왔던 그 녀석이야!",That snake monster is the one that tied us up and brought us here!,那隻蛇怪，就是當時把我們捆綁並帶到這裡的家伙！,
skycastleScenario22_4,네놈 따위에게는 용무가 없다! 아스타로트는 어디에 있느냐!?,We have no business with you! Where is Astaroth?!,我沒有時間對付你這種東西！亞斯她錄在哪裡！？,
skycastleScenario22_5,아스타로트 님이야말로 버러지들 따위에게 용무가 없으시다! 날름날름!,Astaroth has no business with you! Nomnom!,亞斯她錄大人才不會和像你們這種蟲子有任何關係！呱呱！,
skycastleScenario22_6,내가 쓰러지지 않는 이상 너희들은 그 분을 뵐 수 없다! 날름날름날름!!,You won't meet him before I fall! Nomnomnom!!,只要我不倒下，你們是無法見到那位大人的！呱呱呱呱！！,
skycastleScenario22_7,좋아! 그럼 네 놈을 먼저 쓰러뜨리면 되겠군!,Alright! Then I will defeat you first then!,好！那麼我先擊倒你再說！,
skycastleScenario23_0,나와라! 아스타로트! 네 부하들은 모두 쓰러졌다!,Come out Astaroth! All your minions have fallen!,出來吧！亞斯她錄！你的手下們都已經倒下了！,
